城市名称,9月房价(元/㎡),9月房价同比(%),9月房价环比(%),9月租金(元/月/㎡),9月租金同比(%),9月租金环比(%),10月房价(元/㎡),10月房价同比(%),10月房价环比(%),10月租金(元/月/㎡),10月租金同比(%),10月租金环比(%),11月房价(元/㎡),11月房价同比(%),11月房价环比(%),11月租金(元/月/㎡),11月租金同比(%),11月租金环比(%),12月房价(元/㎡),12月房价同比(%),12月房价环比(%),12月租金(元/月/㎡),12月租金同比(%),12月租金环比(%),Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
三明市,8535.0,11.52,5.1,23.77,24.1,3.79,8711.0,14.97,2.06,24.62,31.24,3.59,8541.0,9.67,-1.95,24.07,24.88,-2.25,8667.0,13.54,1.47,24.24,20.98,0.71,,,,
三亚市,43265.0,47.26,16.53,48.67,3.99,4.24,44456.0,44.85,2.75,49.74,-1.55,2.21,44227.0,40.92,-0.51,49.23,-5.86,-1.02,44496.0,30.88,0.61,47.86,-12.71,-2.79,,,,
厦门市,43235.0,-8.39,-0.96,43.49,11.23,0.45,43809.0,-6.39,1.33,44.16,14.49,0.85,43216.0,-6.0,-1.35,43.62,13.77,-1.23,42813.0,-7.94,-0.93,43.89,8.11,0.63,,,,
山南地区,6481.0,-5.25,-9.62,,,,8031.0,-1.51,23.92,,0.0,0.0,7894.0,33.79,-1.71,,0.0,0.0,7136.0,13.49,-9.6,,,,,,,
汕头市,9589.0,14.9,1.1,29.88,18.4,2.39,9655.0,16.13,0.69,29.41,15.01,-1.58,9767.0,16.79,1.16,29.59,19.63,0.64,9736.0,10.62,-0.32,29.28,13.28,-1.06,,,,
汕尾市,7803.0,15.99,-0.35,19.16,32.41,5.1,8151.0,15.77,4.46,19.55,44.48,2.09,7886.0,16.49,-3.25,19.46,0.0,-0.48,7615.0,11.96,-3.44,19.74,42.44,1.45,,,,
商洛市,4120.0,32.36,4.94,12.38,11.01,-2.4,4411.0,32.56,7.06,12.99,16.65,4.96,4218.0,32.09,-4.39,12.94,21.22,-0.39,4259.0,30.01,0.98,13.35,18.4,3.12,,,,
商丘市,5330.0,8.67,-0.1,16.32,24.73,6.09,5297.0,8.04,-0.61,16.44,27.84,0.74,5388.0,8.27,1.71,16.08,24.87,-2.21,5337.0,5.33,-0.95,15.45,11.56,-3.9,,,,
上海市,52120.0,-1.41,-3.21,76.72,20.86,1.82,51471.0,-1.96,-1.25,76.39,19.21,-0.42,51619.0,-2.23,0.29,77.52,18.53,1.47,52087.0,0.37,0.91,75.69,14.75,-2.36,,,,
上饶市,7676.0,23.02,-0.29,19.64,26.34,6.21,7583.0,16.99,-1.21,18.83,27.54,-4.12,7578.0,14.18,-0.07,18.85,18.71,0.11,7747.0,17.64,2.24,19.93,16.6,5.73,,,,
韶关市,6044.0,16.98,6.0,19.54,31.83,9.26,6061.0,15.51,0.27,20.12,46.0,2.95,5880.0,9.55,-2.97,19.01,38.39,-5.52,5861.0,9.26,-0.33,18.84,21.38,-0.86,,,,
邵阳市,4791.0,18.21,3.39,15.72,27.56,4.67,4808.0,15.43,0.36,16.02,37.63,1.92,4807.0,14.1,-0.01,15.81,32.02,-1.33,4787.0,15.17,-0.43,15.6,14.54,-1.32,,,,
绍兴市,13106.0,26.35,3.15,23.84,11.69,-0.81,12819.0,22.18,-2.19,23.84,11.71,0.0,13142.0,23.99,2.52,23.71,11.31,-0.56,12992.0,19.39,-1.14,24.02,9.65,1.32,,,,
深圳市,58260.0,9.38,-0.54,79.38,23.86,-0.71,55780.0,4.87,-4.26,79.38,25.31,0.0,57664.0,10.08,3.38,81.52,26.48,2.69,60305.0,15.7,4.58,81.32,17.92,-0.24,,,,
神农架林区,9172.0,34.66,-10.57,,,,9754.0,0.0,6.35,,0.0,0.0,8630.0,0.0,-11.53,,0.0,0.0,6931.0,29.66,-19.68,,,,,,,
沈阳市,10108.0,24.84,1.1,24.23,11.68,-2.01,10237.0,25.96,1.27,24.31,15.28,0.31,10218.0,24.7,-0.18,25.12,19.31,3.33,10258.0,19.88,0.39,25.46,8.54,1.36,,,,
十堰市,5681.0,10.21,2.37,13.87,0.95,-0.32,5741.0,13.18,1.06,13.17,4.8,-5.04,5712.0,10.49,-0.5,13.66,9.31,3.71,5721.0,9.34,0.16,13.93,19.15,2.0,,,,
石河子市,5308.0,1.81,-0.43,15.53,7.23,-0.47,5295.0,1.47,-0.24,15.38,15.07,-0.92,5291.0,0.69,-0.07,15.67,17.09,1.88,5274.0,-0.43,-0.32,15.68,2.12,0.03,,,,
石家庄市,15579.0,-7.89,0.23,20.59,9.62,-1.98,15445.0,-5.25,-0.86,20.56,11.4,-0.16,15294.0,-6.72,-0.98,20.68,11.75,0.58,15155.0,-4.43,-0.91,20.65,7.23,-0.16,,,,
石嘴山市,2846.0,1.7,2.23,8.7,3.76,-2.19,2826.0,0.74,-0.69,8.48,0.27,-2.56,2885.0,4.31,2.1,8.39,-6.07,-1.06,2868.0,5.49,-0.6,8.31,1.28,-1.02,,,,
双鸭山市,2637.0,2.25,-4.88,9.56,-7.6,-1.99,2673.0,2.95,1.36,10.11,-0.17,5.78,2787.0,6.5,4.26,9.68,3.99,-4.24,2658.0,2.35,-4.63,8.86,-12.78,-8.48,,,,
朔州市,3517.0,4.46,2.68,9.61,-3.7,-1.86,3521.0,6.39,0.1,9.46,-12.62,-1.5,3506.0,4.12,-0.42,9.03,-15.31,-4.58,3480.0,3.57,-0.75,9.77,-12.69,8.2,,,,
四平市,4479.0,7.55,2.07,13.93,6.4,-3.23,4502.0,7.42,0.52,14.22,20.11,2.09,4545.0,8.32,0.95,14.19,16.81,-0.24,4602.0,11.13,1.25,14.26,7.96,0.52,,,,
松原市,4403.0,4.86,-0.02,13.68,9.74,-4.97,4431.0,5.66,0.61,14.57,20.18,6.51,4524.0,5.65,2.1,13.9,15.64,-4.65,4468.0,3.71,-1.22,14.81,14.37,6.58,,,,
苏州市,20545.0,16.25,5.32,32.04,21.47,0.71,20172.0,15.34,-1.82,30.44,17.52,-5.0,20473.0,16.24,1.5,30.51,18.75,0.2,20941.0,20.58,2.28,30.46,17.18,-0.16,,,,
绥化市,3783.0,8.42,1.0,16.83,41.85,3.19,3739.0,9.1,-1.17,17.3,0.0,2.76,3712.0,6.04,-0.71,14.17,25.0,-18.06,3846.0,8.88,3.6,13.73,47.46,-3.14,,,,
随州市,5414.0,26.62,0.66,15.4,9.82,-0.44,5431.0,29.29,0.32,16.4,30.73,6.52,5355.0,22.46,-1.4,16.63,35.34,1.39,5203.0,13.59,-2.85,16.07,13.71,-3.35,,,,
遂宁市,7467.0,21.46,0.8,14.77,24.7,5.85,7419.0,20.24,-0.64,15.08,29.32,2.11,7127.0,11.04,-3.92,15.04,26.0,-0.27,6919.0,5.69,-2.93,14.61,19.11,-2.88,,,,
塔城地区,3563.0,5.23,4.54,11.51,5.34,11.88,3579.0,2.47,0.46,12.33,44.16,7.08,3432.0,5.32,-4.12,10.44,18.54,-15.31,3429.0,3.44,-0.08,11.47,4.4,9.86,,,,
台州市,14089.0,19.45,-1.39,29.54,29.36,0.66,13871.0,15.03,-1.55,30.04,42.46,1.68,13651.0,6.23,-1.59,29.63,30.75,-1.35,13976.0,8.3,2.38,28.63,13.8,-3.39,,,,
太原市,12234.0,31.26,1.01,24.73,8.58,-1.66,12227.0,28.47,-0.05,24.23,6.03,-2.02,12172.0,27.11,-0.45,23.64,4.67,-2.42,12009.0,23.45,-1.34,23.41,-0.77,-0.96,,,,
泰安市,8859.0,19.89,1.78,12.75,6.68,-1.08,8342.0,15.23,-5.83,12.11,2.24,-4.95,8303.0,15.48,-0.47,11.91,-1.85,-1.66,8043.0,11.63,-3.13,11.82,5.63,-0.75,,,,
泰州市,10793.0,23.97,1.13,20.84,11.64,3.25,10603.0,17.63,-1.76,20.24,12.58,-2.89,10394.0,15.99,-1.97,20.12,22.7,-0.62,10672.0,16.27,2.67,19.9,3.83,-1.07,,,,
唐山市,10101.0,21.15,0.95,18.31,15.66,0.72,10043.0,20.4,-0.57,17.61,12.51,-3.78,10015.0,19.03,-0.28,16.97,8.2,-3.66,10208.0,20.12,1.92,16.77,4.48,-1.15,,,,
天津市,24972.0,-4.66,-0.53,36.39,25.24,2.9,25148.0,-3.0,0.71,36.25,26.2,-0.39,25612.0,0.74,1.84,38.02,32.99,4.9,25064.0,0.87,-2.14,40.82,35.12,7.34,,,,
天门市,5088.0,35.36,3.26,14.97,23.86,2.84,5131.0,37.58,0.84,15.5,28.64,3.53,5148.0,37.16,0.34,15.98,36.49,3.08,5395.0,27.93,4.81,15.8,21.97,-1.11,,,,
天水市,7971.0,10.61,0.6,21.76,11.75,-0.69,8045.0,11.65,0.94,21.82,14.13,0.29,8115.0,11.37,0.86,21.18,23.27,-2.92,8238.0,17.67,1.52,21.46,17.49,1.33,,,,
铁岭市,3811.0,1.2,1.37,11.79,0.22,-10.22,3823.0,1.98,0.3,11.51,3.64,-2.37,3793.0,2.74,-0.76,11.79,4.62,2.44,3742.0,1.42,-1.35,12.52,4.25,6.22,,,,
通化市,5057.0,18.05,1.52,14.97,17.51,0.45,5061.0,18.04,0.07,14.56,22.22,-2.74,5143.0,21.11,1.63,14.63,-0.55,0.55,5171.0,18.96,0.55,15.29,26.24,4.45,,,,
通辽市,5669.0,10.58,0.97,17.58,17.8,-2.67,5645.0,10.17,-0.43,17.54,28.13,-0.21,5666.0,10.86,0.39,17.74,38.14,1.13,5742.0,12.45,1.34,17.61,26.22,-0.73,,,,
铜川市,4386.0,37.1,8.63,11.59,4.32,-2.15,4277.0,34.52,-2.48,12.27,13.14,5.9,4066.0,31.05,-4.94,11.77,10.67,-4.13,4192.0,28.52,3.1,12.33,22.68,4.75,,,,
铜陵市,8023.0,20.01,-0.12,17.14,25.51,-0.9,7992.0,18.55,-0.39,16.67,35.08,-2.75,7693.0,13.13,-3.74,18.06,45.59,8.34,7889.0,13.12,2.55,16.95,18.4,-6.15,,,,
铜仁地区,4616.0,15.61,3.6,19.42,23.74,1.41,4679.0,15.01,1.37,18.75,21.88,-3.47,4638.0,15.34,-0.87,18.07,25.14,-3.64,4761.0,15.25,2.66,18.64,15.61,3.18,,,,
图木舒克市,2214.0,16.76,5.34,,,,1695.0,-6.82,-23.47,,0.0,0.0,1641.0,-10.1,-3.17,,0.0,0.0,1759.0,-6.21,7.18,,,,,,,
吐鲁番地区,3152.0,2.47,-1.95,14.3,-5.93,-5.9,3078.0,6.03,-2.36,14.16,4.63,-0.95,3185.0,11.07,3.47,13.85,20.53,-2.22,3315.0,15.89,4.11,13.89,32.62,0.32,,,,
屯昌县,9591.0,0.0,1.32,19.54,21.91,11.59,10008.0,0.0,4.35,20.42,0.0,4.5,9689.0,0.0,-3.18,13.04,-0.78,-36.15,9085.0,,-6.24,17.35,11.96,33.08,,,,
万宁市,22806.0,0.0,3.03,37.41,,0.26,23608.0,0.0,3.52,37.78,35.65,0.99,22195.0,0.0,-5.98,36.89,14.68,-2.35,21630.0,,-2.55,37.52,10.13,1.7,,,,
威海市,9443.0,27.18,1.98,21.4,26.76,-0.95,9299.0,22.06,-1.52,21.01,27.23,-1.82,9428.0,21.51,1.39,20.28,24.77,-3.5,9333.0,29.57,-1.02,20.66,15.47,1.86,,,,
潍坊市,7297.0,24.9,0.83,13.19,3.26,-1.68,7293.0,21.81,-0.06,13.56,-3.48,2.84,7341.0,20.51,0.66,13.97,4.28,3.01,7345.0,20.06,0.06,13.83,12.72,-1.04,,,,
渭南市,4660.0,29.82,1.88,14.23,16.88,-2.64,4803.0,28.37,3.06,14.65,24.44,2.95,4823.0,27.79,0.43,14.6,26.63,-0.29,4906.0,33.14,1.72,14.77,23.36,1.14,,,,
温州市,20597.0,11.15,-1.16,34.71,25.29,-5.21,20336.0,14.31,-1.27,35.22,25.98,1.49,20589.0,11.91,1.24,36.24,27.62,2.89,20563.0,7.58,-0.13,35.43,6.59,-2.24,,,,
文昌市,13630.0,42.7,1.74,26.43,28.65,7.25,13471.0,42.95,-1.16,28.76,0.46,8.83,13779.0,44.89,2.29,27.93,-13.6,-2.91,13597.0,43.65,-1.32,31.5,-15.36,12.79,,,,
文山壮族苗族自治州,4972.0,17.85,4.44,12.73,-2.07,-3.17,4902.0,13.55,-1.42,12.82,11.68,0.75,5185.0,22.81,5.77,12.83,15.74,0.02,4966.0,16.0,-4.21,12.29,6.95,-4.15,,,,
乌海市,4544.0,7.87,2.07,12.66,-6.04,-16.46,4682.0,11.76,3.03,15.44,38.39,22.02,4660.0,9.2,-0.48,12.38,9.77,-19.81,4672.0,12.6,0.27,13.99,,12.95,,,,
乌兰察布市,4318.0,10.88,5.95,13.83,12.3,3.97,4340.0,12.6,0.52,13.62,42.59,-1.56,4436.0,11.89,2.2,13.39,44.74,-1.68,4470.0,17.34,0.78,13.31,,-0.56,,,,
乌鲁木齐市,8606.0,23.55,-1.35,25.76,19.23,-0.03,8529.0,20.72,-0.89,25.12,16.89,-2.48,8364.0,16.92,-1.93,25.29,14.81,0.68,8311.0,14.63,-0.63,25.67,12.75,1.5,,,,
无锡市,13937.0,13.52,-1.63,24.26,10.6,-0.72,13989.0,13.4,0.37,24.22,12.36,-0.17,13897.0,11.95,-0.66,24.75,15.75,2.17,14165.0,15.06,1.93,24.11,9.51,-2.58,,,,
芜湖市,11035.0,22.97,0.95,19.28,20.88,-1.65,11059.0,20.18,0.22,19.41,25.66,0.66,11174.0,18.68,1.03,19.19,21.26,-1.12,11364.0,18.2,1.71,18.82,11.77,-1.91,,,,
吴忠市,3567.0,4.21,1.85,10.64,0.95,-3.94,3637.0,3.69,1.96,10.55,6.83,-0.88,3685.0,7.67,1.33,10.72,17.57,1.64,3739.0,9.73,1.46,10.78,6.31,0.55,,,,
梧州市,4645.0,9.56,0.92,16.73,22.86,-0.07,4870.0,13.74,4.84,17.72,32.87,5.94,4793.0,9.57,-1.57,17.01,30.83,-4.03,4759.0,7.72,-0.72,16.98,12.97,-0.19,,,,
五家渠市,3779.0,7.97,-5.13,9.93,12.09,-7.28,3725.0,7.53,-1.44,10.44,9.51,5.19,3966.0,12.38,6.48,9.91,0.49,-5.12,3771.0,6.52,-4.91,8.93,-5.93,-9.9,,,,
五指山市,12817.0,46.3,17.88,21.72,13.57,11.48,10170.0,15.42,-20.66,21.95,15.3,1.08,11247.0,41.44,10.59,21.07,4.99,-4.0,11959.0,41.58,6.33,21.92,-0.21,4.01,,,,
武汉市,18496.0,1.47,-1.69,33.3,14.16,-0.46,18428.0,2.46,-0.37,33.93,18.38,1.88,18203.0,1.26,-1.22,34.82,22.48,2.64,18265.0,0.1,0.34,34.96,16.73,0.38,,,,
武威市,5926.0,23.01,1.97,15.38,5.28,-3.32,6052.0,22.68,2.12,15.65,8.23,1.75,6121.0,24.89,1.15,15.87,23.62,1.41,6244.0,23.99,2.02,15.9,-4.0,0.2,,,,
西安市,14754.0,47.63,-2.18,28.86,25.42,-0.8,14111.0,39.62,-4.36,28.36,26.2,-1.76,14000.0,36.95,-0.79,28.69,28.46,1.19,14282.0,35.07,2.02,29.03,16.77,1.18,,,,
西宁市,7305.0,16.78,2.35,24.29,19.43,-4.03,7640.0,21.58,4.59,24.31,22.5,0.08,7835.0,22.61,2.56,25.47,29.32,4.75,7914.0,27.0,1.01,25.69,9.07,0.89,,,,
西双版纳傣族自治州,9874.0,0.0,-1.59,22.83,35.15,4.93,10068.0,45.11,1.96,22.79,46.33,-0.17,9616.0,42.41,-4.49,23.07,0.0,1.2,9240.0,26.79,-3.91,24.19,21.35,4.87,,,,
锡林郭勒盟,4164.0,15.98,0.4,10.58,-8.54,-24.24,4328.0,21.22,3.95,10.91,-1.47,3.1,4279.0,17.27,-1.15,10.28,-0.09,-5.74,4281.0,15.73,0.06,9.53,-15.66,-7.31,,,,
仙桃市,5586.0,37.95,1.07,15.43,37.4,10.05,5436.0,25.0,-2.69,16.29,42.16,5.59,5412.0,25.38,-0.44,15.67,0.0,-3.77,5393.0,13.71,-0.36,15.99,39.8,2.03,,,,
咸宁市,4849.0,42.2,2.1,16.88,35.41,7.25,4984.0,44.48,2.78,16.52,37.9,-2.13,4926.0,39.57,-1.16,16.83,46.87,1.86,4773.0,28.15,-3.1,16.28,27.66,-3.28,,,,
咸阳市,6797.0,45.54,0.59,15.71,14.09,-2.61,6853.0,44.32,0.83,16.32,22.92,3.84,6708.0,37.5,-2.13,15.85,19.58,-2.82,6638.0,37.87,-1.03,15.44,9.7,-2.6,,,,
湘潭市,5376.0,14.48,2.56,17.4,16.9,4.76,5401.0,13.0,0.46,16.77,25.89,-3.6,5307.0,8.24,-1.74,16.89,10.69,0.69,5464.0,11.3,2.96,16.74,6.22,-0.86,,,,
湘西土家族苗族自治州,4698.0,13.06,-1.26,20.48,17.8,7.64,4673.0,12.39,-0.53,19.68,25.5,-3.89,4663.0,10.81,-0.21,20.31,27.44,3.21,4772.0,8.54,2.33,20.03,22.16,-1.42,,,,
襄阳,8566.0,9.03,1.97,18.41,9.27,3.8,8737.0,9.99,2.0,18.66,15.34,1.38,8595.0,6.83,-1.62,18.02,11.26,-3.46,8608.0,6.9,0.14,18.68,-0.62,3.66,,,,
孝感市,6156.0,18.19,0.79,15.11,20.2,3.8,6203.0,17.92,0.77,15.91,31.31,5.34,6195.0,13.26,-0.13,15.87,31.1,-0.3,5925.0,6.13,-4.37,15.65,18.65,-1.38,,,,
忻州市,4744.0,10.8,4.46,10.98,3.18,4.9,4936.0,11.14,4.04,10.65,-0.64,-2.97,4918.0,13.47,-0.36,10.05,-7.75,-5.62,5073.0,10.77,3.14,10.24,1.71,1.88,,,,
新乡市,6822.0,9.8,1.46,14.2,9.41,-1.31,6899.0,9.49,1.12,13.99,14.23,-1.47,6729.0,5.58,-2.45,12.65,-5.63,-9.58,6666.0,5.66,-0.94,12.43,-4.79,-1.73,,,,
新余市,5002.0,18.01,0.02,13.2,25.37,-0.35,5106.0,21.26,2.09,13.76,26.72,4.24,5190.0,23.04,1.65,14.5,31.11,5.38,5177.0,23.58,-0.25,15.47,,6.66,,,,
信阳市,6175.0,4.95,-1.29,15.68,19.66,4.6,6267.0,5.12,1.49,16.58,34.13,5.72,6407.0,6.13,2.23,17.38,34.08,4.85,6307.0,6.11,-1.56,16.18,24.2,-6.9,,,,
邢台市,7816.0,7.62,0.28,13.87,9.56,-4.21,7804.0,7.37,-0.15,14.04,11.58,1.27,7708.0,7.69,-1.23,13.69,-2.21,-2.51,7634.0,9.4,-0.96,14.47,18.06,5.7,,,,
兴安盟,4781.0,17.42,2.29,18.31,22.47,-0.3,4872.0,18.22,1.9,17.13,31.17,-6.4,4864.0,14.52,-0.17,16.49,30.27,-3.77,4793.0,16.02,-1.45,17.6,4.14,6.73,,,,
宿迁市,7171.0,15.08,2.31,15.33,6.55,6.59,7150.0,13.47,-0.29,15.57,15.27,1.59,7078.0,12.1,-1.01,15.09,14.64,-3.08,6929.0,8.82,-2.12,15.08,6.41,-0.11,,,,
宿州市,6338.0,9.91,-0.32,12.78,3.84,2.9,6404.0,10.47,1.04,12.98,12.25,1.6,6368.0,13.99,-0.57,13.21,11.28,1.77,6299.0,13.17,-1.08,12.3,6.86,-6.88,,,,
徐州市,9787.0,15.07,-0.62,18.86,12.07,1.42,9933.0,16.05,1.5,18.79,11.88,-0.35,10062.0,15.85,1.29,18.68,12.3,-0.61,10120.0,18.29,0.58,18.69,9.61,0.07,,,,
许昌市,6196.0,-6.88,-0.01,14.76,8.5,0.3,6225.0,-5.57,0.46,14.5,11.76,-1.76,6079.0,-8.19,-2.34,15.03,1.31,3.64,5959.0,-6.9,-1.97,14.99,9.49,-0.25,,,,
宣城市,7367.0,9.98,0.29,14.09,8.2,0.19,7295.0,9.47,-0.98,14.23,14.56,0.99,7446.0,10.98,2.07,14.61,18.19,2.63,7235.0,5.9,-2.83,14.79,15.97,1.22,,,,
雅安市,5862.0,-1.1,3.98,13.56,11.26,1.93,5962.0,3.38,1.7,13.67,14.47,0.81,6024.0,7.44,1.05,14.27,24.48,4.37,5703.0,4.93,-5.34,13.87,6.59,-2.82,,,,
烟台市,10717.0,28.97,1.15,21.38,11.36,1.46,10403.0,23.07,-2.93,20.88,14.24,-2.3,9846.0,12.52,-5.35,20.37,11.96,-2.47,10681.0,21.5,8.48,20.89,9.83,2.55,,,,
延安市,5321.0,11.42,-1.51,19.81,21.73,-0.63,5523.0,14.61,3.8,19.01,38.84,-4.06,5501.0,12.44,-0.4,19.32,42.2,1.62,5397.0,15.29,-1.89,19.74,18.3,2.21,,,,
延边朝鲜族自治州,5119.0,6.03,1.05,21.99,25.0,-0.53,5181.0,6.77,1.22,22.64,46.42,2.97,5231.0,6.39,0.95,22.02,46.25,-2.74,5204.0,6.51,-0.51,21.9,21.32,-0.53,,,,
盐城市,9709.0,12.74,1.39,21.1,14.45,1.58,9593.0,7.94,-1.19,21.3,17.88,0.99,9567.0,5.91,-0.27,21.49,23.18,0.9,9696.0,10.03,1.34,21.8,11.79,1.44,,,,
扬州市,13266.0,25.53,0.6,23.95,26.55,0.03,13397.0,24.17,0.99,23.81,24.4,-0.55,13054.0,18.76,-2.56,23.61,23.56,-0.85,13416.0,21.13,2.77,24.4,14.06,3.35,,,,
阳江市,5680.0,14.82,-3.21,19.35,21.82,0.91,5782.0,11.6,1.8,19.33,31.86,-0.1,5823.0,11.67,0.71,19.4,34.47,0.34,5893.0,17.91,1.2,19.79,17.05,2.0,,,,
阳泉市,3715.0,-8.16,-5.68,11.88,10.52,5.07,3803.0,-5.02,2.39,11.83,8.96,-0.44,3804.0,7.08,0.03,12.17,16.41,2.87,3833.0,10.09,0.76,12.09,18.1,-0.61,,,,
伊春市,3690.0,10.67,2.48,15.76,16.06,4.28,3818.0,9.01,3.49,13.43,4.51,-14.77,3748.0,2.57,-1.85,15.37,13.71,14.4,3717.0,4.08,-0.82,19.23,34.21,25.16,,,,
伊犁哈萨克自治州,4752.0,12.12,0.81,14.34,13.92,-1.96,4742.0,13.13,-0.23,14.37,15.41,0.25,4727.0,11.02,-0.3,14.46,17.15,0.57,4796.0,11.1,1.45,14.96,8.6,3.46,,,,
宜宾市,6415.0,5.43,-3.06,17.3,7.15,-3.97,6511.0,5.65,1.49,17.9,13.63,3.45,6335.0,1.04,-2.7,16.92,4.94,-5.43,6225.0,0.5,-1.73,18.0,8.2,6.37,,,,
宜昌市,9062.0,28.28,0.2,24.09,29.14,4.51,9027.0,24.29,-0.39,23.43,46.81,-2.75,8667.0,17.58,-3.98,23.36,20.91,-0.29,8683.0,14.0,0.18,23.79,16.65,1.84,,,,
宜春市,7264.0,31.15,0.05,17.6,28.19,-3.38,7472.0,24.97,2.86,17.62,40.64,0.13,7432.0,21.78,-0.54,17.44,42.72,-1.01,7298.0,14.72,-1.8,18.42,43.0,5.62,,,,
益阳市,5768.0,31.16,-2.54,19.16,48.91,2.81,5855.0,30.74,1.51,18.93,0.0,-1.2,5830.0,26.8,-0.43,18.36,46.71,-3.03,5881.0,25.93,0.89,18.72,32.3,2.0,,,,
银川市,5715.0,9.78,0.25,18.17,18.59,0.94,5661.0,10.42,-0.95,17.83,19.67,-1.86,5837.0,13.4,3.11,17.75,17.26,-0.48,5763.0,10.57,-1.27,17.97,10.34,1.22,,,,
鹰潭市,5633.0,10.71,4.11,15.28,17.63,-1.53,5756.0,15.09,2.19,15.36,23.45,0.47,5678.0,10.51,-1.37,16.19,37.56,5.44,5777.0,11.8,1.75,16.0,18.87,-1.16,,,,
营口市,4640.0,10.64,2.6,13.17,1.61,4.08,4607.0,9.93,-0.73,12.97,4.98,-1.55,4632.0,11.12,0.54,12.99,-8.01,0.19,4671.0,9.88,0.86,13.07,11.93,0.61,,,,
永州市,5884.0,34.81,5.74,17.07,40.07,3.07,5858.0,31.9,-0.44,17.75,0.0,3.97,5947.0,28.08,1.51,16.84,39.56,-5.12,6002.0,28.98,0.92,16.58,18.09,-1.55,,,,
榆林市,6307.0,2.91,1.38,18.78,29.06,-3.94,6343.0,2.34,0.57,18.77,0.0,-0.05,6334.0,3.23,-0.13,19.16,0.0,2.06,6343.0,5.94,0.14,18.87,46.25,-1.5,,,,
玉林市,5165.0,17.09,4.31,18.24,30.67,-0.38,5239.0,19.29,1.43,18.41,45.09,0.96,5280.0,19.43,0.79,17.77,33.49,-3.48,5380.0,19.88,1.89,19.0,30.4,6.88,,,,
玉溪市,6975.0,13.98,2.1,17.67,19.71,1.07,7057.0,16.86,1.18,17.13,29.15,-3.06,7206.0,15.09,2.1,16.73,9.9,-2.33,7166.0,14.38,-0.55,17.06,23.81,2.0,,,,
岳阳市,7051.0,15.49,-2.89,19.96,39.55,1.88,7000.0,11.78,-0.72,19.44,0.0,-2.56,6995.0,10.23,-0.08,19.9,35.48,2.34,6620.0,-0.61,-5.36,19.98,29.34,0.43,,,,
云浮市,5768.0,17.41,1.91,17.08,16.24,2.05,5732.0,12.62,-0.63,17.36,39.39,1.64,5631.0,10.71,-1.76,17.53,39.75,0.98,5542.0,8.65,-1.59,18.39,10.61,4.88,,,,
运城市,4241.0,9.34,1.31,13.01,11.23,2.49,4350.0,11.0,2.56,12.4,9.91,-4.73,4394.0,11.79,1.02,11.63,3.81,-6.18,4613.0,17.06,4.98,12.76,10.32,9.67,,,,
枣庄市,6933.0,36.23,2.25,11.96,10.49,2.57,7050.0,34.43,1.69,11.74,7.24,-1.83,7065.0,34.63,0.21,11.84,5.32,0.82,7200.0,35.73,1.91,11.65,6.45,-1.56,,,,
湛江市,9560.0,30.16,3.66,27.47,29.12,3.21,9241.0,21.99,-3.34,27.16,29.76,-1.12,9023.0,16.03,-2.37,27.14,26.26,-0.06,9272.0,12.07,2.76,26.31,6.11,-3.08,,,,
张家界市,6809.0,20.18,2.32,22.03,39.74,5.75,6793.0,18.96,-0.24,22.1,0.0,0.33,6604.0,9.91,-2.78,22.29,0.0,0.86,6873.0,16.62,4.07,21.43,30.7,-3.87,,,,
张家口市,9312.0,-4.15,3.41,17.07,13.35,-0.12,9223.0,-4.5,-0.95,16.56,10.5,-2.99,9152.0,-7.58,-0.77,16.66,14.65,0.61,8956.0,-7.41,-2.14,16.97,14.19,1.84,,,,
张掖市,3500.0,-2.55,-0.57,13.06,-5.43,-0.44,3479.0,-0.85,-0.6,12.78,4.78,-2.08,3387.0,-2.67,-2.64,12.03,2.35,-5.92,3447.0,-3.15,1.75,12.74,19.49,5.96,,,,
漳州市,12995.0,-3.57,0.79,22.41,8.28,0.05,12748.0,-7.77,-1.9,22.63,26.6,1.0,12482.0,-7.69,-2.08,22.82,18.55,0.82,12639.0,-6.92,1.25,23.22,6.57,1.76,,,,
长春市,9546.0,29.92,2.55,25.53,12.48,-2.59,9658.0,31.18,1.17,25.56,19.4,0.12,9676.0,30.35,0.19,25.94,23.56,1.49,9783.0,29.47,1.1,26.31,8.89,1.43,,,,
长沙市,11151.0,9.1,-1.59,28.26,16.98,-0.57,11251.0,11.37,0.9,28.6,19.02,1.21,10935.0,8.14,-2.81,28.44,17.04,-0.56,10964.0,6.74,0.27,28.47,10.8,0.12,,,,
长治市,6697.0,12.69,2.94,14.95,16.09,0.2,6814.0,13.48,1.75,14.23,13.42,-4.85,6846.0,13.41,0.47,14.26,17.87,0.24,6807.0,12.22,-0.57,14.58,14.36,2.2,,,,
昭通市,5321.0,24.7,0.46,14.11,12.92,5.34,5407.0,28.46,1.63,14.28,10.75,1.23,5302.0,20.56,-1.94,13.69,19.33,-4.16,5455.0,23.14,2.89,13.82,14.1,0.99,,,,
肇庆市,7714.0,15.23,-0.79,22.92,28.42,0.47,7643.0,12.77,-0.92,22.98,31.07,0.25,7602.0,8.15,-0.53,22.39,30.06,-2.58,7474.0,,-1.69,22.8,13.47,1.85,,,,
